artist,song,duration_ms,year,popularity,danceability,tempo
The Pussycat Dolls,I Hate This Part,218400,2008,64,0.756,111.572
Sean Kingston,Take You There,236693,2008,65,0.752,115.033
Natasha Bedingfield,Pocketful of Sunshine,203440,2008,62,0.726,110.019
The Offspring,You're Gonna Go Far Kid,177826,2008,78,0.55,126.115
Kanye West,Homecoming,203493,2007,47,0.667,86.917
Estelle,American Boy,284733,2008,78,0.727,117.932
Saving Abel,Addicted,222826,2008,69,0.512,138.018
Pendulum,Propane Nightmares,313346,2008,57,0.356,173.992
The Game,My Life,320893,2008,60,0.673,148.113
Danity Kane,Damaged,244266,2008,57,0.774,120.01
P!nk,So What,215160,2008,76,0.534,126.019
Kanye West,Love Lockdown,270306,2008,66,0.76,119.603
Gym Class Heroes,Cookie Jar (feat. The-Dream),216317,2008,54,0.687,113.053
M.I.A.,Paper Planes,205200,2007,1,0.447,172.247
3 Doors Down,It's Not My Time,241960,2008,56,0.529,127.962
Kylie Minogue,Wow,190973,2007,47,0.654,124.072
Mariah Carey,Touch My Body,204733,2008,0,0.715,78.502
MGMT,Kids,302840,2007,77,0.451,122.961
The Ting Tings,Shut Up and Let Me Go,171226,2007,55,0.852,107.993
Lil Wayne,Got Money,244626,2008,58,0.694,82.48
Santana,Into the Night (feat. Chad Kroeger),222440,2007,57,0.595,127.981
The-Dream,I Luv Your Girl,267866,2007,62,0.723,90.063
Wiley,Wearing My Rolex - Radio Edit,170480,2008,59,0.876,131.942
Usher,Love in This Club (feat. Young Jeezy),259720,2008,71,0.573,140.012
Sam Sparro,Black & Gold - Radio Edit,212360,2008,53,0.383,135.968
"H ""two"" O",What's It Gonna Be (feat. Platnum),207476,2008,55,0.733,139.61
The Ting Tings,That's Not My Name,310573,2008,51,0.755,145.042
Plies,Bust It Baby Pt. 2 (feat. Ne-Yo),240760,2008,61,0.648,78.946
James Morrison,Broken Strings,250453,2008,70,0.57,111.91
Leona Lewis,Run,314720,2007,62,0.285,142.365
Metro Station,Shake It,179946,2007,67,0.618,150.034
T.I.,Whatever You Like,249533,2008,74,0.68,150.053
Trey Songz,Can't Help but Wait,206413,2007,62,0.699,94.977
OneRepublic,Stop And Stare,223853,2007,59,0.492,92.474
Alexandra Burke,Hallelujah,217826,2009,63,0.177,182.571
Mary J. Blige,Just Fine,242133,2007,64,0.923,123.021
Jordin Sparks,One Step At a Time,205160,2007,56,0.766,102.028
Coldplay,Viva La Vida,242373,2008,80,0.486,138.015
Kings of Leon,Sex on Fire,203346,2008,80,0.542,153.398
Kanye West,Good Life,207000,2007,45,0.439,82.962
Duffy,Mercy,219920,2008,69,0.793,129.911
David Archuleta,Crush,213520,2008,67,0.57,162.084
J. Holiday,Suffocate - Superclean,220053,2007,58,0.458,82.82
Gavin DeGraw,In Love With a Girl,206000,2008,51,0.438,161.905
Jordin Sparks,Tattoo,233466,2007,54,0.566,168.005
Coldplay,Violet Hill,222653,2008,63,0.33,76.093
Ray J,Sexy Can I feat. Yung Berg,204040,2008,1,0.575,172.155
Jennifer Hudson,Spotlight,250106,2008,60,0.707,108.984
John Legend,Green Light (feat. André 3000),284186,2008,55,0.622,77.506
Jonas Brothers,Burnin' Up,175093,2008,68,0.667,114.03
Lupe Fiasco,Superstar (feat. Matthew Santos),289000,2007,64,0.572,94.812
Chris Brown,Forever,278573,2008,74,0.672,120.005
Adele,Chasing Pavements,210506,2008,1,0.614,80.045
Leona Lewis,Better in Time,234173,2007,67,0.584,163.953
Fergie,Clumsy,240426,2006,58,0.731,184.009
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,2008,0,0.648,89.828
Black Eyed Peas,I Gotta Feeling,289133,2009,80,0.743,127.96
Lady Gaga,Poker Face,237200,2008,77,0.851,118.999
Beyoncé,Halo,261640,2008,74,0.508,79.983
David Guetta,Sexy Bitch (feat. Akon),195853,2010,75,0.813,130.011
Flo Rida,Right Round,204640,2009,74,0.72,124.986
Taylor Swift,Love Story,236266,2008,74,0.617,118.984
Pitbull,Hotel Room Service,238506,2009,63,0.849,126.003
Britney Spears,Circus,192360,2008,74,0.791,114.98
Lady Gaga,LoveGame,216333,2008,69,0.894,105.024
Skillet,Monster,178013,2009,75,0.64,134.992
The Prodigy,Omen,216026,2009,57,0.545,140.002
Black Eyed Peas,Meet Me Halfway,284373,2009,72,0.798,130
Kanye West,Heartless,211000,2008,82,0.79,87.999
Kid Cudi,Day 'N' Nite (Nightmare),221240,2009,72,0.88,138.018
Lady Gaga,Just Dance,241933,2008,76,0.822,118.992
Britney Spears,If U Seek Amy,216520,2008,69,0.717,129.954
Pitbull,I Know You Want Me (Calle Ocho),237120,2009,59,0.825,127.045
Mariah Carey,Obsessed,242200,2009,66,0.742,86.443
Beyoncé,Sweet Dreams,208066,2008,48,0.694,121.949
Agnes,Release Me,256213,2009,65,0.621,127.973
Black Eyed Peas,Boom Boom Pow,251440,2009,68,0.867,130.048
Shakira,She Wolf,188866,2009,68,0.865,121.983
Lady Gaga,Paparazzi,208306,2008,70,0.762,114.906
JAY-Z,Empire State Of Mind,276920,2009,82,0.491,173.585
OneRepublic,All The Right Moves,238000,2009,65,0.529,146.024
Jeremih,Birthday Sex,226506,2009,67,0.677,60.019
Cascada,Evacuate The Dancefloor,207200,2009,63,0.762,127.029
Linkin Park,New Divide,268613,2009,68,0.493,117.971
Kevin Rudolf,Let It Rock,231173,2008,66,0.607,113.172
JAY-Z,Run This Town,267520,2009,75,0.632,86.844
Lady Gaga,Bad Romance,294573,2009,80,0.696,119.001
T.I.,Live Your Life,338853,2008,75,0.375,159.841
Eminem,We Made You,269613,2009,63,0.924,114.003
Dizzee Rascal,Bonkers,177573,2011,38,0.624,126.127
Ciara,Love Sex Magic (feat. Justin Timberlake),220426,2009,58,0.893,107.011
Rihanna,Russian Roulette,227533,2009,64,0.48,80.051
Soulja Boy,Turn My Swag On,206333,2008,59,0.546,150.154
The xx,Intro,127920,2009,2,0.617,100.363
Jay Sean,Down,212106,2009,3,0.657,65.997
Keri Hilson,Turnin Me On - Original Dirty,248066,2008,41,0.661,159.873
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,2010,69,0.675,129.967
Cheryl,Fight For This Love,223253,2009,65,0.739,122.988
Soulja Boy,Kiss Me Thru The Phone,193386,2008,76,0.758,149.998
Eminem,Crack A Bottle,297520,2009,70,0.516,169.561
P!nk,Sober,251440,2010,46,0.614,91.066
Tinchy Stryder,Number 1,212773,2009,59,0.581,114.912
Pixie Lott,Mama Do (Uh Oh Uh Oh),196520,2009,54,0.451,119.918
JLS,Beat Again - Radio Edit,196640,2009,0,0.894,120.02
3OH!3,DONTTRUSTME,192573,2008,70,0.791,130.012
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,2009,65,0.657,136.202
The Pussycat Dolls,I Hate This Part,218400,2008,64,0.756,111.572
Akon,Beautiful,312986,2008,65,0.74,130.015
Alexandra Burke,Bad Boys (feat. Flo Rida),206480,2009,57,0.67,140.029
Mario,Break Up,249026,2009,51,0.44,73.881
Drake,Forever,357706,2009,73,0.457,104.02
Selena Gomez & The Scene,Naturally,202586,2009,63,0.605,132.612
Kanye West,Love Lockdown,270306,2008,66,0.76,119.603
The Veronicas,Untouched,255360,2005,58,0.557,177.008
Fabolous,Throw It In The Bag,231573,2009,59,0.789,172.049
Jason Derulo,Whatcha Say,221253,2010,70,0.615,144.036
Lily Allen,Not Fair,201213,2009,54,0.719,121.491
T.I.,Dead And Gone,299746,2008,68,0.713,135.021
Sean Kingston,Fire Burning,239986,2009,71,0.839,122.973
Empire of the Sun,Walking On A Dream,198440,2008,77,0.871,126.975
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,2009,65,0.594,119.964
Nickelback,If Today Was Your Last Day,249066,2008,66,0.485,89.956
La Roux,Bulletproof,205733,2009,71,0.674,123.016
Kasabian,Fire,252279,2009,64,0.525,117.029
Calvin Harris,I'm Not Alone - Radio Edit,210973,2009,55,0.597,130.99
Justin Bieber,One Time,215866,2009,71,0.691,145.999
Jamie Foxx,Blame It,289746,2008,65,0.673,176.052
La Roux,In For The Kill,248626,2009,59,0.629,150.01
Muse,Uprising,304840,2009,75,0.602,128.019
Nickelback,Gotta Be Somebody,252653,2008,62,0.536,115.998
James Morrison,Broken Strings,250453,2008,70,0.57,111.91
T.I.,Whatever You Like,249533,2008,74,0.68,150.053
Dizzee Rascal,Holiday,220626,2011,60,0.545,117.985
Beyoncé,Single Ladies (Put a Ring on It),193213,2008,67,0.426,193.437
Boys Like Girls,Love Drunk,226706,2009,64,0.44,150.005
The-Dream,Rockin' That Shit,221920,2009,62,0.672,78.005
OneRepublic,Secrets,224693,2009,74,0.516,148.021
JLS,Everybody in Love,195586,2013,39,0.705,140.022
Jason Aldean,Big Green Tractor,204200,2009,50,0.616,137.077
The Fray,Never Say Never,256613,2009,67,0.23,160.139
Lily Allen,The Fear,207120,2009,53,0.661,134.002
Kings of Leon,Sex on Fire,203346,2008,80,0.542,153.398
Drake,Best I Ever Had,258760,2010,54,0.431,162.161
Kelly Clarkson,Already Gone,281560,2009,56,0.209,78.139
Miley Cyrus,Party In The U.S.A.,202066,2009,79,0.652,96.021
Jordin Sparks,Battlefield,241920,2009,57,0.613,144.953
Ne-Yo,Mad,254533,2008,64,0.731,129.94
Green Day,21 Guns,321093,2009,73,0.268,159.779
Keri Hilson,Knock You Down,326186,2009,57,0.588,155.165
Taylor Swift,You Belong With Me,231146,2008,55,0.687,129.964
Shinedown,Second Chance,222066,2008,67,0.46,100.011
Asher Roth,I Love College,241933,2009,62,0.713,86.444
Katy Perry,Waking Up In Vegas,199186,2008,49,0.524,130.989
Kelly Clarkson,My Life Would Suck Without You,211493,2009,68,0.526,144.982
Mumford & Sons,Little Lion Man,245173,2009,68,0.517,138.585
The Fray,You Found Me,241853,2009,73,0.338,151.994
Bruno Mars,Just the Way You Are,220734,2010,77,0.635,109.021
Eminem,Love The Way You Lie,263373,2010,81,0.749,86.989
Lady Gaga,Bad Romance,294573,2009,80,0.696,119.001
Stromae,Alors on danse - Radio Edit,206066,2010,77,0.791,119.951
Kesha,TiK ToK,199693,2010,80,0.755,120.028
David Guetta,Memories (feat. Kid Cudi),210853,2010,76,0.546,129.983
Taio Cruz,Dynamite,202613,2010,80,0.751,119.975
Rihanna,Only Girl (In The World),235493,2010,73,0.789,125.906
Katy Perry,California Gurls,234653,2012,72,0.791,125.014
Kesha,Take It Off,215200,2010,68,0.729,125.036
INNA,Hot - Play & Win Radio Version,217036,2010,42,0.817,128
Far East Movement,Like A G6,216893,2010,73,0.435,124.913
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,2010,62,0.615,129.944
Duck Sauce,Barbra Streisand - Radio Edit,196533,2010,46,0.769,127.965
Lucenzo,Danza Kuduro (feat. Don Omar),213986,2011,0,0.622,130.003
Rihanna,Te Amo,208426,2009,67,0.567,171.917
Timbaland,Carry Out (Featuring Justin Timberlake),232466,2009,69,0.531,115.68
DJ Fresh,Gold Dust - Radio Edit,192446,2010,63,0.451,176.985
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,0.799,127.041
Taio Cruz,Break Your Heart,201546,2010,74,0.607,122.01
Black Eyed Peas,Imma Be,257560,2009,61,0.597,92.035
Sidney Samson,Riverside,320348,2009,47,0.804,125.997
Eminem,Not Afraid,248133,2010,79,0.855,114.635
Lady Gaga,Alejandro,274213,2009,67,0.623,98.998
Rihanna,Rude Boy,222920,2009,74,0.563,173.906
Ne-Yo,Beautiful Monster,251573,2010,57,0.708,128.013
3OH!3,Starstrukk,203093,2010,32,0.605,139.896
Black Eyed Peas,The Time (Dirty Bit),307640,2010,69,0.816,127.979
Kelly Rowland,Commander,218106,2011,59,0.395,124.638
Swedish House Mafia,One (Your Name) - Radio Edit,163246,2010,63,0.733,125.061
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,2011,68,0.692,73.987
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,2010,79,0.663,119.963
Iyaz,Replay,182306,2009,75,0.706,91.031
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,2010,76,0.616,127.966
Sean Kingston,Eenie Meenie,201946,2010,74,0.72,121.223
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,58,0.76,131.497
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,2010,57,0.656,91.881
Bruno Mars,Talking to the Moon,217866,2010,76,0.498,145.867
Miley Cyrus,Can't Be Tamed,168213,2010,0,0.63,116.98
Mike Posner,Cooler Than Me - Single Mix,213293,2010,75,0.768,129.965
Lady Gaga,Telephone,220640,2009,69,0.824,122.014
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,2010,1,0.901,124.996
Rihanna,Hard,250600,2009,55,0.31,182.032
Tinie Tempah,Pass Out,268053,2010,53,0.693,91.1
Adam Lambert,Whataya Want from Me,227320,2009,57,0.438,185.934
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,2010,0,0.845,74.008
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,2009,68,0.652,126.091
Enrique Iglesias,I Like It,231373,2010,63,0.648,129.007
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,2010,0,0.515,126.026
Usher,OMG (feat. will.i.am),269493,2010,73,0.781,129.998
Maroon 5,Misery,216200,2010,67,0.703,102.978
Jay Sean,Down,212106,2009,3,0.657,65.997
Rihanna,Man Down,267000,2010,68,0.47,155.788
3OH!3,My First Kiss (feat. Ke$ha),192440,2010,62,0.682,138.021
Justin Bieber,Baby,214240,2010,81,0.728,65.043
Cali Swag District,Teach Me How to Dougie,237480,2011,66,0.846,85.013
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,2010,54,0.736,125.03
K'NAAN,Wavin' Flag,220520,2009,57,0.625,75.974
Ludacris,How Low,201586,2010,63,0.785,143.96
Kesha,Blah Blah Blah (feat. 3OH!3),172053,2010,61,0.752,120.003
DJ Khaled,All I Do Is Win (feat. T-Pain Ludacris Snoop Dogg & Rick Ross),232506,2010,51,0.544,150.1
Jason Derulo,In My Head,199026,2010,65,0.762,110.009
Aloe Blacc,I Need A Dollar,243053,2010,1,0.84,95.498
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,2010,74,0.66,93.033
Ludacris,My Chick Bad,216933,2010,68,0.624,84.789
Nelly,Just A Dream,237800,2010,73,0.531,89.917
Rihanna,What's My Name?,263173,2010,66,0.692,100.025
Shontelle,Impossible,226533,2010,35,0.599,90.034
Take That,The Flood,289359,2010,57,0.514,100.631
Trey Songz,Say Aah (feat. Fabolous),207546,2009,54,0.724,93.01
Jason Derulo,Whatcha Say,221253,2010,70,0.615,144.036
Drake,Over,233560,2010,57,0.325,100.093
Example,Kickstarts,181826,2010,63,0.61,126.056
Plan B,She Said,208853,2010,62,0.72,147.007
The Saturdays,Higher,207613,2010,61,0.639,117.011
Jay Sean,Do You Remember,210306,2009,2,0.855,125.846
Usher,Hey Daddy (Daddy's Home),224093,2010,60,0.59,95.975
Lil Wayne,Right Above It,271946,2010,68,0.376,76.052
The Wanted,All Time Low,205200,2010,18,0.689,134.036
Kesha,Your Love Is My Drug,187133,2010,69,0.826,120.057
Ellie Goulding,Starry Eyed,176613,2010,54,0.504,149.967
Drake,Find Your Love,208946,2010,56,0.625,96.033
Jason Derulo,Ridin' Solo,215746,2010,66,0.442,89.338
Two Door Cinema Club,What You Know,189693,2010,0,0.55,139.048
JAY-Z,Young Forever,253906,2009,65,0.637,140.329
Young Money,BedRock,288133,2009,71,0.733,148.005
B.o.B,Nothin' on You (feat. Bruno Mars),268320,2010,74,0.688,103.993
Katy Perry,Teenage Dream,227741,2010,69,0.719,120.011
Scouting For Girls,This Ain't a Love Song,210680,2017,52,0.458,176.667
Travie McCoy,Billionaire (feat. Bruno Mars),211160,2010,72,0.633,86.776
Owl City,Fireflies,228346,2009,78,0.512,180.114
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,2009,71,0.484,92.923
Lady A,Need You Now,236440,2010,73,0.581,107.884
Taylor Swift,Back To December,293026,2010,65,0.529,141.893
Neon Trees,Animal,212306,2010,64,0.482,147.99
Kris Allen,Live Like We're Dying,212506,2009,51,0.589,92.011
Matt Cardle,When We Collide,226000,2011,46,0.443,81.986
Robyn,Dancing On My Own,288670,2010,0,0.687,117.015
The Band Perry,If I Die Young,222773,2010,64,0.606,130.739
B.o.B,Magic (feat. Rivers Cuomo),196133,2010,65,0.549,82.439
Adele,Rolling in the Deep,228093,2011,2,0.73,104.948
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,2010,77,0.722,128.044
LMFAO,Party Rock Anthem,262146,2011,73,0.751,130.014
Katy Perry,Firework,227893,2010,72,0.638,124.071
Bruno Mars,Grenade,222091,2010,78,0.704,110.444
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,2011,71,0.595,128.024
Alexandra Stan,Mr. Saxobeat,195105,2011,0,0.726,126.976
David Guetta,Who's That Chick? (feat. Rihanna),201040,2010,71,0.675,127.938
Jennifer Lopez,On The Floor,284866,2011,79,0.73,130
Rihanna,S&M,243533,2010,73,0.767,127.975
Kesha,Blow,219973,2010,69,0.753,120.013
Snoop Dogg,Sweat - Remix,195986,2011,68,0.813,130.02
Taio Cruz,Higher,187626,2010,61,0.672,128.027
Usher,More - RedOne Jimmy Joker Remix,219986,2010,67,0.551,125.083
Example,Changed the Way You Kiss Me - Radio Edit,195466,2011,42,0.578,126.979
Black Eyed Peas,Just Can’t Get Enough,219426,2010,76,0.659,94.05
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,2012,72,0.666,129.884
Lykke Li,I Follow Rivers - The Magician Remix,281106,2011,51,0.786,122.019
Pitbull,Give Me Everything (feat. Ne-Yo Afrojack & Nayer),252306,2011,81,0.671,129.024
Selena Gomez & The Scene,Love You Like A Love Song,188453,2011,79,0.858,117.009
Wiz Khalifa,Black and Yellow,217666,2011,75,0.684,164.02
Katy Perry,E.T.,229573,2012,65,0.62,151.684
Britney Spears,I Wanna Go,210266,2011,66,0.696,130.002
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,2011,81,0.646,89.99
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,0.799,127.041
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,2010,63,0.648,125.953
Jeremih,Down On Me,228453,2010,72,0.7,160.041
Sak Noel,Loca People - Radio Edit,215624,2011,49,0.926,127.998
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,2011,61,0.843,110.621
LMFAO,Sexy And I Know It,199480,2011,67,0.707,130.021
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,2011,70,0.668,131.959
Jessie J,Do It Like A Dude,195240,2011,57,0.663,140.036
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,2012,55,0.31,139.85
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,76,0.76,131.497
Nickelback,When We Stand Together,190786,2011,65,0.446,187.961
M83,Midnight City,243960,2011,76,0.507,105.013
Britney Spears,Till the World Ends,237946,2011,65,0.693,131.951
Labrinth,Earthquake (feat. Tinie Tempah),274600,2012,62,0.54,153.071
Jason Derulo,Don't Wanna Go Home,206080,2011,63,0.671,121.956
Coldplay,Paradise,278719,2011,82,0.449,139.631
Katy Perry,Last Friday Night (T.G.I.F.),230746,2012,74,0.649,126.03
Adele,Set Fire to the Rain,242973,2011,2,0.603,107.995
Dr. Dre,I Need A Doctor,283733,2011,71,0.594,155.826
Lil Wayne,6 Foot 7 Foot,248586,2011,1,0.364,79.119
DJ Khaled,I'm On One,296146,2011,70,0.413,149.33
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,2011,71,0.767,146.155
Far East Movement,Rocketeer,211253,2010,61,0.664,96.005
The Wanted,Glad You Came,197935,2011,77,0.722,126.885
Kesha,We R Who We R,204760,2010,71,0.736,119.95
Kelly Rowland,Motivation,230560,2011,65,0.744,140.889
Rihanna,We Found Love,215226,2011,75,0.735,127.985
Nicole Scherzinger,Don't Hold Your Breath,197440,2011,62,0.66,110.955
Mann,Buzzin Remix,224333,2011,48,0.687,104.029
Chris Brown,Yeah 3x,241666,2011,69,0.705,130
Swedish House Mafia,Save The World,213337,2011,65,0.507,126.879
Kanye West,All Of The Lights,299613,2010,76,0.531,142.113
Miguel,Sure Thing,195373,2010,78,0.684,81.001
Diddy - Dirty Money,Coming Home,238693,2010,69,0.392,168.001
Rihanna,What's My Name?,263173,2010,66,0.692,100.025
Chris Brown,Beautiful People,225881,2019,53,0.415,127.898
Avril Lavigne,What the Hell,220706,2011,74,0.578,149.976
Professor Green,Read All About It,235735,2011,39,0.656,100.963
Chase & Status,Blind Faith,233666,2011,60,0.45,140.042
Chip,Champion (feat. Chris Brown),237293,2011,48,0.415,190.151
Selena Gomez & The Scene,Who Says,195613,2011,76,0.682,101.019
Rizzle Kicks,Down With The Trumpets,186851,2011,59,0.753,115.057
Lady Gaga,Born This Way,260253,2011,72,0.587,123.907
Nicki Minaj,Super Bass,200013,2010,0,0.72,126.991
Mac Miller,Donald Trump,165908,2011,61,0.636,162.994
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,2012,62,0.779,127.941
David Guetta,Without You (feat. Usher),208133,2012,70,0.608,127.884
Foster The People,Pumped Up Kicks,239600,2011,82,0.733,127.975
Drake,Headlines,235986,2011,74,0.636,151.894
Jessie J,Price Tag,223053,2011,73,0.636,175.015
Jason Aldean,Dirt Road Anthem,229413,2010,53,0.678,127.037
Wiz Khalifa,Roll Up,227773,2011,63,0.523,125.358
OneRepublic,Good Life,253306,2009,72,0.634,94.988
Bad Meets Evil,Lighters,303813,2011,68,0.676,90.268
Bruno Mars,The Lazy Song,189109,2010,75,0.794,174.915
Lupe Fiasco,The Show Goes On,239613,2011,70,0.591,143.067
James Morrison,I Won't Let You Go,229303,2011,64,0.537,105.955
Jason Derulo,It Girl,192200,2011,70,0.668,91.993
Adele,Someone Like You,285240,2011,4,0.554,135.047
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,2011,65,0.683,106.254
Keri Hilson,Pretty Girl Rock,243920,2010,67,0.666,160.014
P!nk,F**kin' Perfect,213413,2010,60,0.563,91.964
Blake Shelton,Honey Bee,210720,2011,50,0.481,205.57
Lady Gaga,The Edge Of Glory,320546,2011,67,0.583,127.952
Lady A,Just A Kiss,218840,2011,63,0.593,142.881
Hot Chelle Rae,Tonight Tonight,200466,2011,73,0.686,99.978
Grouplove,Tongue Tied,218013,2011,79,0.56,112.96
Coldplay,Every Teardrop Is a Waterfall,240796,2011,69,0.425,117.98
Beyoncé,Best Thing I Never Had,253746,2011,69,0.545,99.099
P!nk,Raise Your Glass,202960,2010,76,0.7,122.019
Christina Perri,Jar of Hearts,246587,2011,72,0.349,74.541
Bruno Mars,Marry You,230192,2010,75,0.621,144.905
The Band Perry,If I Die Young,222773,2010,64,0.606,130.739
Lil Wayne,How To Love,240306,2011,0,0.644,153.992
Charlene Soraia,Wherever You Will Go,197577,2011,60,0.597,111.202
Christina Perri,A Thousand Years,285120,2011,70,0.421,139.028
Rihanna,We Found Love,215226,2011,75,0.735,127.985
Carly Rae Jepsen,Call Me Maybe,193400,2012,78,0.783,120.021
fun.,We Are Young (feat. Janelle Monáe),250626,2012,76,0.378,184.086
Sean Paul,She Doesn't Mind,227786,2012,70,0.718,120.015
Pitbull,International Love (feat. Chris Brown),227280,2011,74,0.67,120.05
DEV,In The Dark,226226,2012,52,0.736,124.954
Adele,Skyfall,286480,2012,74,0.346,75.881
David Guetta,Turn Me On (feat. Nicki Minaj),199680,2012,65,0.704,127.96
Rihanna,Where Have You Been,242680,2011,71,0.719,127.963
JAY-Z,Ni**as In Paris,219333,2011,82,0.789,140.022
Maroon 5,One More Night,219546,2012,74,0.716,92.997
Skrillex,Bangarang (feat. Sirah),215253,2011,70,0.716,110.026
The Wanted,Chasing The Sun,198800,2012,69,0.637,128.108
Flo Rida,Whistle,224653,2012,77,0.747,103.976
will.i.am,This Is Love,279026,2013,62,0.535,128.954
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,2012,66,0.492,129.973
Nicki Minaj,Pound The Alarm,205640,2012,64,0.728,125.055
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,2012,63,0.716,74.132
MARINA,Primadonna,221075,2012,78,0.66,127.98
Kanye West,Mercy,329320,2012,73,0.563,139.993
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,2012,58,0.524,175.017
LMFAO,Sexy And I Know It,199480,2011,67,0.707,130.021
PSY,Gangnam Style (강남스타일),219493,2012,72,0.727,132.067
Kesha,Die Young,211920,2012,78,0.711,128.001
Usher,Scream,234693,2012,66,0.616,127.992
Olly Murs,Troublemaker (feat. Flo Rida),185586,2012,0,0.762,106.008
Linkin Park,BURN IT DOWN,230253,2012,73,0.585,110.006
Bruno Mars,Locked out of Heaven,233478,2012,85,0.726,143.994
Avicii,Levels - Radio Edit,199906,2011,77,0.584,126.04
Flo Rida,Good Feeling,248133,2012,76,0.706,128.011
Rihanna,Diamonds,225146,2012,75,0.564,91.972
Wiz Khalifa,Work Hard Play Hard,219026,2012,62,0.787,140.008
Katy Perry,Part Of Me,216160,2012,73,0.678,130.028
Nicki Minaj,Starships,210626,2012,75,0.747,125.008
Kendrick Lamar,m.A.A.d city,350120,2012,67,0.487,91.048
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,2012,0,0.821,119.012
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,2011,68,0.578,126.092
Azealia Banks,212,204956,2014,0,0.847,126.017
Maroon 5,Payphone,231173,2012,82,0.743,110.015
James Arthur,Impossible,209440,2013,75,0.376,169.533
Michel Teló,Ai Se Eu Te Pego - Live,166866,2012,0,0.676,96.055
Otto Knows,Million Voices - Radio Edit,192866,2012,0,0.582,125.946
Icona Pop,I Love It,156773,2012,51,0.71,125.953
Tyga,Rack City,203200,2012,61,0.929,98.986
Calvin Harris,Feel So Close - Radio Edit,206413,2012,79,0.707,127.937
Jennifer Lopez,Dance Again,237266,2012,0,0.797,127.974
Grimes,Oblivion,251266,2012,0,0.697,155.974
Adele,Rumour Has It,223266,2011,0,0.612,120.052
Coldplay,Paradise,278719,2011,82,0.449,139.631
Chris Brown,Turn Up the Music,227973,2012,64,0.594,129.925
Frank Ocean,Lost,234093,2012,64,0.913,123.061
Calvin Harris,Let's Go (feat. Ne-Yo),232800,2012,66,0.71,128.016
The Script,Hall of Fame (feat. will.i.am),202533,2012,78,0.421,84.786
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,2012,76,0.612,129.042
MARINA,How to Be a Heartbreaker,221493,2012,50,0.69,140.05
Justin Bieber,Boyfriend,171333,2012,63,0.717,96.979
David Guetta,Titanium (feat. Sia),245040,2012,79,0.604,126.062
Jessie J,Domino,231840,2011,74,0.758,126.986
Taylor Swift,I Knew You Were Trouble.,219720,2012,59,0.622,77.019
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,2012,61,0.646,127.839
P!nk,Try,247906,2012,76,0.674,103.998
Robbie Williams,Candy,201053,2012,68,0.715,116.043
Snoop Dogg,Young Wild & Free (feat. Bruno Mars),207333,2011,77,0.715,95.078
Justin Bieber,As Long As You Love Me,229466,2012,67,0.571,139.691
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,2012,46,0.603,72.022
Alex Clare,Too Close,256613,2011,60,0.588,126.027
Tyga,Faded,206666,2012,58,0.831,95.073
Alesso,Years - ラジオ・エディット,195480,2012,0,0.37,128.008
